Country	City	PM10	Year	Notes	Notes	PM2	Year
Italy	SAN DONA' DI PIAVE	39	2013	-	converted from PM2.5	26	2013
Italy	SAN LAZZARO DI SAVENA	25	2013	"1 station, traffic, urban"	measured data	16	2013
Italy	SAN PANCRAZIO SALENTINO	24	2013	"1 station, background, suburban"	measured data	16	2013
Italy	SAN PIETRO VERNOTICO	23	2013	"1 station, industrial, suburban"	measured data	15	2013
Italy	SAN ROCCO AL PORTO	30	2013	"1 station, background, suburban"	measured data	20	2013
Italy	SANTA CROCE SULL'ARNO	27	2013	"1 station, background, suburban"	measured data	18	2013
Italy	SANTA GIUSTA	17	2013	"1 station, background, urban"	measured data	11	2013
Italy	SANTA GIUSTINA IN COLLE	35	2013	"1 station, background, rural"	measured data	23	2013
Italy	SANTO STEFANO DI MAGRA	21	2013	"1 station, traffic, suburban"	measured data	14	2013
Italy	SAREZZO	31	2013	"1 station, industrial, urban"	measured data	21	2013
Italy	SARONNO	30	2013	"1 station, background, urban"	measured data	22	2013
Italy	SARROCH	20	2013	"1 station, background, urban"	measured data	10	2013
Italy	SASSARI	18	2013	"2 stations, traffic, suburban"	measured data	8	2013
Italy	SASSUOLO	26	2013	"1 station, background, urban"	measured data	17	2013
Italy	SAVIGNANO SUL RUBICONE	29	2013	"1 station, background, suburban"	measured data	17	2013
Italy	SAVONA	18	2013	"3 stations, traffic, urban"	measured data	13	2013
Italy	SCANDICCI	24	2013	"1 station, background, urban"	measured data	16	2013
Italy	SCHIO	25	2013	"1 station, background, urban"	measured data	16	2013
Italy	SCHIVENOGLIA	32	2013	"1 station, background, rural"	measured data	27	2013
Italy	SETTIMO TORINESE	39	2013	"1 station, traffic, urban"	measured data	33	2013
Italy	SEULO	11	2013	"1 station, background, rural-remote"	measured data	6	2013
Italy	SINISCOLA	15	2013	"1 station, background, urban"	measured data	10	2013
Italy	SONDRIO	25	2013	"2 stations, traffic, urban"	measured data	19	2013
Italy	SORESINA	42	2013	"1 station, traffic, suburban"	measured data	34	2013
Italy	SPOLETO	21	2013	"3 stations,background urban, industrial, suburban"	measured data	15	2013
Italy	SUSA	18	2013	"1 station, background, suburban"	measured data	12	2013
Italy	TARANTO	22	2013	"6 stations, background urban, traffic urban, industrial, suburban"	measured data	14	2013
Italy	TAVAZZANO CON VILLAVESCO	35	2013	"1 station, background, suburban"	measured data	23	2013
Italy	TERNI	32	2013	"3 stations, traffic, urban"	measured data	22	2013
Italy	TORCHIAROLO	35	2013	"1 station, industrial, suburban"	measured data	23	2013
Italy	TORGIANO	17	2013	"1 station, background, rural"	measured data	12	2013
Italy	TORINO	39	2013	"2 stations, background, urban"	measured data	26	2013
Italy	TRENTO	24	2013	"2 stations, background, urban"	measured data	16	2013
Italy	TREVIGLIO	35	2013	"1 station, traffic, urban"	measured data	23	2013
Italy	TREVISO	34	2013	"1 station, background, urban"	measured data	23	2013
Italy	TRIESTE	22	2013	"4 stations, background urban, industrial, suburban"	measured data	15	2013
Italy	TRIVERO	16	2013	"1 station, background, suburban"	measured data	11	2013
Italy	TURBIGO	28	2013	"1 station, background, urban"	measured data	19	2013
Italy	UDINE	23	2013	"1 station, background, urban"	measured data	16	2013
Italy	VADO LIGURE	22	2013	"1 station, traffic, urban"	measured data	15	2013
Italy	VALMADRERA	24	2013	"1 station, background, suburban"	measured data	16	2013
Italy	VARESE	28	2013	"1 station, traffic, urban"	measured data	22	2013
Italy	VENAFRO	33	2013	"1 station, background, urban"	measured data	22	2013
Italy	VENEZIA	32	2013	"4 stations, background, urban"	measured data	25	2013
Italy	VERBANIA	17	2013	"1 station, background, urban"	measured data	12	2013
Italy	VERCELLI	33	2013	"2 stations, traffic, urban"	measured data	23	2013
Italy	VERONA	34	2013	"2 stations, traffic, urban"	measured data	21	2013
Italy	VERUCCHIO	19	2013	"1 station, background, suburban"	measured data	12	2013
Italy	VEZZANO	8	2013	"1 station, background, rural"	measured data	5	2013
Italy	VIAREGGIO	27	2013	"1 station, background, urban"	measured data	18	2013
Italy	VICENZA	36	2013	"2 stations, background, urban"	measured data	27	2013
Italy	VILLA MINOZZO	8	2013	"1 station, background, rural"	measured data	5	2013
Italy	VINCHIO	29	2013	"1 station, background, rural"	measured data	20	2013
Italy	VITERBO	19	2013	"1 station, traffic, urban"	measured data	11	2013
Italy	VOGHERA	27	2013	"1 station, background, urban"	measured data	18	2013
Jamaica	Kingston	48	2012	"10 stations, NA"	measured data	26	2012
Jamaica	Northern St. Catherine	24	2012	"3 stations, NA"	measured data	13	2012
Jamaica	"Old Harbour Plains, St. Catherine"	34	2012	"3 stations, NA"	measured data	18	2012
Jamaica	Portmore	54	2012	"1 station, NA"	measured data	29	2012
Jamaica	South Eastern Manchester	25	2012	"4 stations, NA"	measured data	14	2012
Jamaica	Vere Plains Clarendon	42	2012	"2 stations, NA"	measured data	23	2012
Japan	Fukuoka city	35	2012	-	converted from PM2.5	19	2012
Japan	Gifu city	26	2012	-	converted from PM2.5	14	2012
Japan	Hachioji city	24	2012	-	converted from PM2.5	13	2012
Japan	Kagoshima city	35	2012	-	converted from PM2.5	18	2012
Japan	Kyoto city	28	2012	-	converted from PM2.5	15	2012
Japan	Nagoya city	30	2012	-	converted from PM2.5	16	2012
Japan	Niigata city	24	2012	-	converted from PM2.5	13	2012
Japan	Okayama city	31	2012	-	converted from PM2.5	17	2012
Japan	Okinawa city	28	2012	-	converted from PM2.5	15	2012
Japan	Osaka city	32	2012	-	converted from PM2.5	17	2012
Japan	Sapporo city	19	2012	-	converted from PM2.5	10	2012
Japan	Sendai city	22	2012	-	converted from PM2.5	12	2012
Japan	Shizuoka city	22	2012	-	converted from PM2.5	12	2012
Japan	Tokyo	28	2012	-	converted from PM2.5	15	2012
Japan	Yokohama city	29	2012	-	converted from PM2.5	15	2012
Jordan	Al-Karak	45	2015	-	converted from PM2.5	19	2015
Jordan	Al-Zarqa'	128	2015	"3 stations, residential"	measured data	54	2015
Jordan	Amman	68	2015	"5 stations, commercial"	measured data	36	2015
Jordan	Irbid	69	2015	"2 stations, residential/commercial"	measured data	23	2015
Kenya	Nairobi	33	2009	-	converted from PM2.5	17	2009
Kuwait	Al-Ahmadi	168	2014	"1 station, NA"	measured data	64	2014
Kuwait	Al-Fahaheel	107	2014	"1 station, NA"	measured data	44	2014
Kuwait	Ali Subah Al-Salem	179	2014	"1 station, NA"	measured data	74	2014
Kuwait	Al-Jahra	117	2014	"1 station, NA"	measured data	49	2014
Kuwait	Al-Mansouriya	165	2014	"1 station, NA"	measured data	68	2014
Kuwait	Al-Mutla	114	2014	"1 station, NA"	measured data	47	2014
Kuwait	Al-Rumaithyia	141	2014	"1 station, NA"	measured data	58	2014
Kuwait	Al-Salam	153	2014	"1 station, NA"	measured data	64	2014
Kuwait	Al-Shuwaikh	212	2014	"1 station, NA"	measured data	88	2014
Kuwait	Saad Al-Abdullah	112	2014	"1 station, NA"	measured data	46	2014
Kuwait	Shuaiba	63	2014	"1 station, NA"	measured data	26	2014
Latvia	LIEPAJA	24	2013	"1 station, traffic, urban"	measured data	18	2013
Latvia	REZEKNE	22	2013	"1 station, traffic, urban"	measured data	18	2013
Latvia	Riga	34	2013	"3 stations, traffic, urban"	measured data	17	2013
Latvia	VENTSPILS	17	2013	"2 stations, background, urban"	measured data	12	2013
Lebanon	Baalbak	34	2014	"1 station, Rural background"	measured data	26	2014
Lebanon	Beirut	41	2014	"2 stations, urban background"	measured data	32	2014
Lebanon	Saida	37	2014	"1 station, Urban background"	measured data	30	2014
Lebanon	Zahle	40	2014	"1 station, Urban background"	measured data	33	2014
Liberia	Buchanan (rural)	66	2009	"1 station, 1 station: rural, 500m away from community, Osris"	measured data	9	2009
Liberia	Sanniquellie (rural)	52	2009	"1 station, 1 station: rural, within the community, Osiris monitors"	measured data	10	2009
Lithuania	JONAVA	28	2013	"1 station, industrial, urban"	measured data	18	2013
Lithuania	KAUNAS	27	2013	"2 stations, traffic, urban"	measured data	19	2013
Lithuania	KEDAINIAI	30	2013	"1 station, industrial, urban"	measured data	20	2013
Lithuania	KLAIPEDA	32	2013	"2 stations, traffic, urban"	measured data	20	2013
Lithuania	MAZEIKIAI	28	2013	"1 station, industrial, urban"	measured data	18	2013
Lithuania	NAUJOJI AKMENE	26	2013	"1 station, background, urban"	measured data	17	2013
Lithuania	PANEVEZYS	31	2013	"1 station, background, urban"	measured data	20	2013
Lithuania	SIAULIAI	37	2013	"1 station, traffic, urban"	measured data	24	2013
Lithuania	VILNIUS	27	2013	"4 stations, background, urban"	measured data	23	2013
Luxembourg	BEKERICH	16	2013	"1 station, background, rural-regional"	measured data	12	2013
Luxembourg	ESCH-SUR-ALZETTE	22	2013	"1 station, traffic, urban"	measured data	16	2013
Luxembourg	LUXEMBOURG	22	2013	"3 stations, traffic, urban"	measured data	16	2013
Madagascar	Antanarivo	60	2008	"1 station, NA"	measured data	37	2008
Malaysia	Bayan Lepas	34	2014	"1 station, NA"	measured data	18	2014
Malaysia	Kuantan	27	2014	"1 station, NA"	measured data	14	2014
Malaysia	Kuching	26	2014	"1 station, NA"	measured data	14	2014
Malaysia	Petaling Jaya	47	2014	"1 station, NA"	measured data	25	2014
Malaysia	Senai	30	2014	"1 station, NA"	measured data	16	2014
Malaysia	Tanah Rata	20	2014	"1 station, NA"	measured data	10	2014
Maldives	Male	20	2011	"1 station, 1 station: no information given"	measured data	11	2011
Malta	GHARB	25	2013	"1 station, background, rural-regional"	measured data	11	2013
Malta	MSIDA	38	2013	"1 station, traffic, urban"	measured data	18	2013
Malta	PAOLA	27	2013	"1 station, industrial, urban"	measured data	13	2013
Malta	ZEJTUN	23	2013	-	converted from PM2.5	10	2013
Mauritius	"Beau Bassin/Rose Hill, Coromandel"	131	2011	"1 station, 1 station: in town of Beau Bassin/Rose Hill"	measured data	67	2011
Mauritius	"Bramsthan, Flacq"	37	2010	"1 station, 1 station: in Placq (rural)"	measured data	19	2010
Mauritius	Midlands	20	2011	"1 station, 1 station: rural"	measured data	10	2011
Mauritius	Port Louis	27	2015	-	converted from PM2.5	14	2015
Mauritius	Vacoas	27	2015	-	converted from PM2.5	14	2015
Mexico	Guadalajara	41	2011	9 stations	measured data	19	2011
Mexico	Irapuato	55	2011	3 stations	measured data	26	2011
Mexico	Leòn	58	2011	3 stations	measured data	27	2011
Mexico	Mexico city	42	2014	"9 stations, NA"	measured data	20	2014
Mexico	Monterrey	86	2011	"1 station, NA"	measured data	36	2011
Mexico	Puebla	32	2011	4 stations	measured data	20	2011
Mexico	Salamanca	60	2011	3 stations	measured data	28	2011
Mexico	Silao	51	2011	"1 station, 1 station"	measured data	24	2011
Mexico	Toluca	80	2011	"1 station, 1 station"	measured data	33	2011
Monaco	Monaco	15	2013	"1 station, Urban background"	measured data	9	2013
Mongolia	Ulaanbaatar	165	2010	"1 station, NA"	measured data	75	2010
Montenegro	Bar	28	2014	"1 station, 1 urban background stations"	measured data	25	2014
Montenegro	Nikšic	43	2014	"1 station, 1 urban background stations"	measured data	23	2014
Montenegro	Pljevlja	77	2014	"1 station, 1 urban background stations"	measured data	42	2014
Montenegro	Podgorica	34	2014	"1 station, 1 urban traffic stations"	measured data	22	2014
Montenegro	Tivat	26	2014	-	converted from PM2.5	16	2014
Morocco	Casablanca	61	2013	"4 stations, urban background station"	measured data	26	2013
Morocco	Fès	40	2013	"1 station, urban background station"	measured data	17	2013
Morocco	Marrakech	58	2012	"2 stations, urban background station"	measured data	24	2012
Morocco	Meknes	47	2008	"1 station, urban"	measured data	29	2009
Morocco	Safi	21	2011	"1 station, urban background station"	measured data	9	2011
Morocco	Salé	31	2011	"1 station, urban background station"	measured data	13	2011
Morocco	Tanger	57	2013	"1 station, urban background station"	measured data	24	2013
Myanmar	Kathar	76	2013	"1 station, NA"	measured data	42	2013
Myanmar	Kyauk Pa Taung	89	2013	"1 station, NA"	measured data	50	2013
Myanmar	Kyaukphyu	136	2009	"1 station, NA"	measured data	76	2009
Myanmar	Mawlamyaing	124	2012	"1 station, NA"	measured data	69	2012
Myanmar	Meikhtilar	59	2013	"1 station, NA"	measured data	33	2013
Myanmar	Namkham	127	2012	"1 station, NA"	measured data	71	2012
Myanmar	Namthu	31	2012	"1 station, NA"	measured data	17	2012
Myanmar	Nyaung Oo	91	2013	"1 station, NA"	measured data	51	2013
Myanmar	Pyay-Aunglan	44	2013	"1 station, NA"	measured data	25	2013
Myanmar	Pyin Oo Lwin	140	2012	"1 station, NA"	measured data	78	2012
Myanmar	Sintgaing	80	2009	"1 station, NA"	measured data	44	2009
Myanmar	Taungoo	137	2013	"1 station, NA"	measured data	76	2013
Myanmar	Thaungtha	80	2009	"1 station, NA"	measured data	44	2009
Myanmar	Yenanchaung	120	2009	"1 station, NA"	measured data	67	2009
Nepal	Kathmandu	88	2013	-	converted from PM2.5	49	2013
Netherlands	AMSTERDAM	23	2013	"9 stations, traffic, urban"	measured data	16	2013
Netherlands	BEVERWIJK	21	2013	"1 station, industrial, unknown"	measured data	13	2013
Netherlands	BREDA	22	2013	"2 stations, traffic, suburban"	measured data	15	2013
Netherlands	DE RIJP	20	2013	"1 station, background, rural-regional"	measured data	13	2013
Netherlands	DEN HAAG	23	2013	"3 stations, background, urban"	measured data	14	2013
Netherlands	DORDRECHT	24	2013	"1 station, background, urban"	measured data	16	2013
Netherlands	EINDHOVEN	23	2013	"2 stations, traffic, urban"	measured data	15	2013
Netherlands	ENSCHEDE	21	2013	-	converted from PM2.5	14	2013
Netherlands	GRONINGEN	24	2013	"1 station, traffic, urban"	measured data	13	2013
Netherlands	HEERLEN	23	2013	"2 stations, traffic, urban"	measured data	16	2013
Netherlands	HILVERSUM	22	2013	"1 station, traffic, urban"	measured data	14	2013
Netherlands	HOEK VAN HOLLAND	26	2013	"1 station, industrial, unknown"	measured data	13	2013
Netherlands	HOOFDDORP	22	2013	"1 station, background, unknown"	measured data	14	2013
Netherlands	IJMUIDEN	26	2013	"1 station, industrial, urban"	measured data	16	2013
Netherlands	LEIDEN	21	2013	"1 station, traffic, urban"	measured data	14	2013
Netherlands	MAASSLUIS	20	2013	"1 station, industrial, urban"	measured data	13	2013
Netherlands	MOERDIJK	19	2013	"1 station, background, rural"	measured data	12	2013
Netherlands	NIJMEGEN	24	2013	"1 station, traffic, urban"	measured data	15	2013
Netherlands	ROTTERDAM	24	2013	"8 stations, background, urban"	measured data	15	2013
Netherlands	SCHIEDAM	20	2013	"1 station, background, urban"	measured data	15	2013
Netherlands	UTRECHT	20	2013	-	converted from PM2.5	13	2013
Netherlands	VELSEN	28	2013	"2 stations, industrial, unknown"	measured data	17	2013
Netherlands	WIJK AAN ZEE	26	2013	"1 station, industrial, urban"	measured data	16	2013
Netherlands	ZAANDAM	24	2013	"2 stations, , urban"	measured data	15	2013
New Zealand	Alexandra	22	2012	"1 station, NA"	measured data	11	2012
New Zealand	Ashburton	21	2012	"1 station, NA"	measured data	10	2012
New Zealand	Auckland	14	2012	13 stations	measured data	6	2012
New Zealand	Blenheim	19	2012	"1 station, NA"	measured data	9	2012
New Zealand	Christchurch	21	2012	"2 stations, NA"	measured data	10	2012
New Zealand	Dunedin	18	2012	"1 station, NA"	measured data	9	2012
New Zealand	Geraldine	20	2012	"1 station, NA"	measured data	10	2012
New Zealand	Gore	23	2012	"1 station, NA"	measured data	11	2012
New Zealand	Hamilton	13	2012	"1 station, NA"	measured data	7	2012
New Zealand	Hastings	15	2012	"1 station, NA"	measured data	7	2012
New Zealand	Hawkes Bay	18	2012	"1 station, NA"	measured data	9	2012
New Zealand	Invercargill	24	2012	"1 station, NA"	measured data	12	2012
New Zealand	Kaiapoi	18	2012	"1 station, NA"	measured data	9	2012
New Zealand	Lower Hutt	10	2012	"1 station, NA"	measured data	5	2012
New Zealand	Masterton	14	2012	"1 station, NA"	measured data	12	2012
New Zealand	Matamata	13	2012	"1 station, NA"	measured data	6	2012
New Zealand	Napier	14	2012	"1 station, NA"	measured data	7	2012
New Zealand	Nelson Airshed A	19	2012	"1 station, NA"	measured data	9	2012
New Zealand	Nelson Airshed B	20	2012	"1 station, NA"	measured data	10	2012
New Zealand	Ngaruawahia	13	2012	"1 station, NA"	measured data	6	2012
New Zealand	Porirua	12	2012	"1 station, NA"	measured data	6	2012
New Zealand	Putaruru	12	2012	"1 station, NA"	measured data	6	2012
New Zealand	Rangiora	17	2012	"1 station, NA"	measured data	8	2012
New Zealand	Richmond	20	2012	"1 station, NA"	measured data	10	2012
New Zealand	Rotorua	18	2012	"1 station, NA"	measured data	9	2012
New Zealand	Taihape	14	2012	"1 station, NA"	measured data	7	2012
New Zealand	Taumarunui	17	2012	"1 station, NA"	measured data	8	2012
New Zealand	Taupo	13	2012	"1 station, NA"	measured data	6	2012
New Zealand	Tauranga	12	2012	"2 stations, NA"	measured data	6	2012
New Zealand	Te Anau	6	2012	"1 station, NA"	measured data	2.73	2012
New Zealand	Te Kuiti	16	2012	"1 station, NA"	measured data	8	2012
New Zealand	Timaru	28	2012	"1 station, NA"	measured data	15	2012
New Zealand	Tokoroa	17	2012	"1 station, NA"	measured data	8	2012
New Zealand	Turangi	10	2012	"1 station, NA"	measured data	5	2012
New Zealand	Upper Hutt	10	2012	"1 station, NA"	measured data	5	2012
New Zealand	Waimate	18	2012	"1 station, NA"	measured data	9	2012
New Zealand	Wainuiomata	10	2012	"1 station, NA"	measured data	5	2012
New Zealand	Washdyke	17	2012	"1 station, NA"	measured data	8	2012
New Zealand	Wellington	13	2012	"1 station, NA"	measured data	6	2012
New Zealand	Whangarei	15	2012	"1 station, NA"	measured data	7	2012
Nigeria	Aba	373	2009	"1 station, NA"	measured data	49	2009
Nigeria	Abakaliki	88	2009	"1 station, NA"	measured data	28	2009
Nigeria	Afikpo	72	2009	"1 station, NA"	measured data	25	2009
Nigeria	Enugu	115	2009	"1 station, NA"	measured data	15	2009
Nigeria	Ile-Ife	103	2010	"1 station, University campus"	measured data	26	2010
Nigeria	Kaduna	423	2013	-	converted from PM2.5	90	2013
Nigeria	Nnewi	57	2009	"1 station, NA"	measured data	24	2009
Nigeria	Nsukka	117	2009	"1 station, NA"	measured data	14	2009
Nigeria	Onitsha	594	2009	"1 station, NA"	measured data	66	2009
Nigeria	Orlu	52	2009	"1 station, NA"	measured data	16	2009
Nigeria	Owerri	158	2009	"1 station, NA"	measured data	44	2009
Nigeria	Umuahia	274	2009	"1 station, NA"	measured data	40	2009
Norway	AALESUND	16	2013	"2 stations, traffic, urban"	measured data	8	2013
Norway	BAERUM	17	2013	"1 station, traffic, suburban"	measured data	10	2013
Norway	BERGEN	19	2013	"2 stations, background, urban"	measured data	9	2013
Norway	DRAMMEN	28	2013	"1 station, traffic, suburban"	measured data	13	2013
Norway	FREDRIKSTAD	28	2013	"1 station, traffic, suburban"	measured data	13	2013
Norway	KRISTIANSAND	19	2013	"2 stations, background, urban"	measured data	9	2013
Norway	LILLEHAMMER	18	2013	"2 stations, traffic, suburban"	measured data	8	2013
Norway	MO I RANA	21	2013	"1 station, industrial, suburban"	measured data	10	2013
Norway	OSLO	22	2013	"7 stations, traffic, urban"	measured data	11	2013
Norway	STAVANGER	22	2013	"2 stations, background, urban"	measured data	9	2013
Norway	TROMSØ	16	2013	-	converted from PM2.5	8	2013
Norway	TRONDHEIM	18	2013	"3 stations, traffic, urban"	measured data	8	2013
Oman	Muscat	82	2009	"4 stations in 1 city: 1 commercial, 2 industrial, 1 unknown"	measured data	35	2009
Pakistan	Islamabad	217	2011	-	converted from PM2.5	66	2011
Pakistan	Karachi	290	2009	-	converted from PM2.5	88	2009
Pakistan	Lahore	198	2010	"1 station, 1 station: residential"	measured data	68	2010
Pakistan	Peshawar	540	2010	"1 station, 1 station: N/A"	measured data	111	2010
Pakistan	Rawalpindi	448	2010	"1 station, 1 station: residential"	measured data	107	2010
Panama	Panama	31	2013	"2 stations, NA"	measured data	14	2013
Paraguay	Asunción	34	2010	-	converted from PM2.5	18	2010
Peru	Lima	88	2013	"5 stations, NA"	measured data	48	2013
Philippines	Baguio City	84	2013	"1 station, NA"	measured data	44	2013
Philippines	Cebu	54	2013	"2 stations, NA"	measured data	28	2013
Philippines	Daguapan City	51	2013	"1 station, NA"	measured data	27	2013
Philippines	Davao City	21	2013	"1 station, NA"	measured data	11	2013
Philippines	Manila	55	2013	"9 stations, urban background general and roadside"	measured data	17	2014
Philippines	San Carlos City	61	2013	"1 station, NA"	measured data	32	2013
Philippines	Urdaneta	45	2013	"1 station, NA"	measured data	24	2013
Philippines	Zamboanga City	49	2013	"2 stations, NA"	measured data	26	2013
Poland	BELSK DUZY	32	2013	"1 station, background, rural"	measured data	23	2013
Poland	BIALA PODLASKA	28	2013	"1 station, background, urban"	measured data	20	2013
Poland	BIALYSTOK	25	2013	"2 stations, background, urban"	measured data	20	2013
Poland	BIELSKO BIALA	41	2013	"1 station, background, urban"	measured data	34	2013
Poland	BOCHNIA	39	2013	"1 station, background, urban"	measured data	30	2013
Poland	BOGATYNIA	21	2013	"1 station, industrial, urban"	measured data	15	2013
Poland	BRZEZINY	46	2013	"1 station, background, urban"	measured data	34	2013
Poland	BUSKO-ZDROJ	31	2013	"1 station, background, urban"	measured data	24	2013
Poland	BYDGOSZCZ	35	2013	"2 stations, background, urban"	measured data	21	2013
Poland	CHELM	29	2013	"1 station, background, suburban"	measured data	21	2013
Poland	CIECHANOW	28	2013	"1 station, background, urban"	measured data	20	2013
Poland	CIECHOCINEK	21	2013	"1 station, background, suburban"	measured data	16	2013
Poland	CIESZYN	36	2013	"1 station, background, urban"	measured data	27	2013
Poland	CZESTOCHOWA	35	2013	"1 station, background, urban"	measured data	29	2013
Poland	DABROWA GORNICZA	43	2013	"1 station, background, urban"	measured data	32	2013
Poland	DZIALOSZYN	26	2013	"1 station, industrial, rural"	measured data	19	2013
Poland	DZIERZONIOW	29	2013	"1 station, background, urban"	measured data	21	2013
Poland	ELBLAG	23	2013	"1 station, background, urban"	measured data	17	2013
Poland	GAJEW	24	2013	"1 station, background, rural"	measured data	18	2013
Poland	GDANSK	20	2013	"6 stations, background, urban"	measured data	13	2013
Poland	GDYNIA	16	2013	"2 stations, background, urban"	measured data	12	2013
Poland	GLIWICE	46	2013	"1 station, background, urban"	measured data	35	2013
Poland	GLOGOW	31	2013	"1 station, background, urban"	measured data	23	2013
Poland	GNIEZNO	33	2013	"1 station, background, urban"	measured data	24	2013
Poland	GODOW	51	2013	"1 station, background, urban"	measured data	38	2013
Poland	GOLDAP	23	2013	"1 station, background, urban"	measured data	17	2013
Poland	GORLICE	31	2013	"1 station, background, urban"	measured data	23	2013
Poland	GORZOW WLKP.	26	2013	"2 stations, background, urban"	measured data	16	2013
Poland	GRANICA	22	2013	"1 station, background, rural"	measured data	16	2013
Poland	GRUDZIADZ	31	2013	"1 station, background, urban"	measured data	23	2013
Poland	INOWROCLAW	10	2013	"1 station, background, suburban"	measured data	8	2013
Poland	JAROSLAW	43	2013	"1 station, background, urban"	measured data	32	2013
Poland	JASLO	35	2013	"1 station, background, urban"	measured data	26	2013
Poland	JASNA GORA	16	2013	"1 station, industrial, rural"	measured data	12	2013
Poland	JELENIA GORA	41	2013	"1 station, background, urban"	measured data	30	2013
Poland	KALISZ	35	2013	"1 station, background, urban"	measured data	32	2013
Poland	KATOWICE	45	2013	"2 stations, background, urban"	measured data	35	2013
Poland	KEDZIERZYN-KOZLE	39	2013	"1 station, background, urban"	measured data	33	2013
Poland	KIELCE	36	2013	"2 stations, background, urban"	measured data	29	2013
Poland	KLODZKO	30	2013	"1 station, background, urban"	measured data	22	2013
Poland	KLUCZBORK	38	2013	"1 station, background, urban"	measured data	27	2013
Poland	KNUROW	48	2013	"1 station, background, urban"	measured data	36	2013
Poland	KONICZYNKA	29	2013	"1 station, background, rural"	measured data	21	2013
Poland	KONIN	30	2013	"1 station, background, urban"	measured data	22	2013
Poland	KOSCIERZYNA	37	2013	"1 station, background, urban"	measured data	28	2013
Poland	KOSZALIN	21	2013	"1 station, background, urban"	measured data	12	2013
Poland	KRAKOW	51	2013	"3 stations, traffic, urban"	measured data	37	2013
Poland	KRASNIK	30	2013	"1 station, background, suburban"	measured data	22	2013
Poland	KROSNO	34	2013	"1 station, background, urban"	measured data	28	2013
Poland	KWIDZYN	24	2013	"1 station, background, urban"	measured data	18	2013
Poland	LEGIONOWO	33	2013	"1 station, background, suburban"	measured data	25	2013
Poland	LEGNICA	38	2013	"1 station, background, urban"	measured data	27	2013
Poland	LESZNO	30	2013	"1 station, background, urban"	measured data	22	2013
Poland	LODZ	38	2013	"5 stations, background, urban"	measured data	27	2013
Poland	LOMZA	27	2013	"1 station, background, urban"	measured data	28	2013
Poland	LUBLIN	29	2013	"2 stations, background, urban"	measured data	21	2013
Poland	LUBLINIEC	32	2013	"1 station, background, urban"	measured data	24	2013
Poland	MALBORK	24	2013	"1 station, background, urban"	measured data	18	2013
Poland	MIELEC	42	2013	"1 station, background, urban"	measured data	31	2013
Poland	MLAWA	32	2013	"1 station, background, urban"	measured data	24	2013
Poland	MYSLIBORZ	25	2013	-	converted from PM2.5	19	2013
Poland	MYSZKOW	41	2013	"1 station, background, urban"	measured data	30	2013
Poland	NAKLO	44	2013	"1 station, background, urban"	measured data	32	2013
Poland	NIDZICA	27	2013	"1 station, background, urban"	measured data	20	2013
Poland	NIEPOLOMICE	48	2013	"1 station, background, urban"	measured data	36	2013
Poland	NISKO	35	2013	"1 station, background, urban"	measured data	26	2013
Poland	NOWA RUDA	47	2013	"1 station, background, urban"	measured data	35	2013
Poland	NOWY SACZ	45	2013	"1 station, background, urban"	measured data	36	2013
Poland	NOWY TOMYSL	41	2013	"1 station, background, urban"	measured data	30	2013
Poland	OLAWA	34	2013	"1 station, background, urban"	measured data	25	2013
Poland	OLESNICA	31	2013	"1 station, background, urban"	measured data	23	2013
Poland	OLESNO	40	2013	"1 station, background, urban"	measured data	30	2013
Poland	OLSZTYN	22	2013	"1 station, background, urban"	measured data	16	2013
Poland	OPOCZNO	53	2013	"1 station, background, urban"	measured data	39	2013
Poland	OPOLE	31	2013	"2 stations, background, urban"	measured data	24	2013
Poland	OSTRODA	21	2013	"1 station, background, urban"	measured data	16	2013
Poland	OSTROLEKA	25	2013	"1 station, background, urban"	measured data	18	2013
Poland	OSTROW WIELKOPOLSKI	38	2013	"1 station, background, urban"	measured data	28	2013
Poland	OTWOCK	38	2013	"1 station, background, suburban"	measured data	28	2013
Poland	OZAROW	26	2013	"1 station, background, urban"	measured data	19	2013
Poland	PABIANICE	38	2013	"2 stations, background urban, industrial, urban"	measured data	28	2013
Poland	PIASTOW	35	2013	"1 station, background, suburban"	measured data	27	2013
Poland	PILA	27	2013	"1 station, background, urban"	measured data	20	2013
Poland	PIOTRKOW TRYBUNALSKI	39	2013	"2 stations, background, urban"	measured data	30	2013
Poland	PLOCK	28	2013	"2 stations, background, urban"	measured data	22	2013
Poland	POLANIEC	33	2013	"1 station, background, rural"	measured data	26	2013
Poland	POLKOWICE	30	2013	"1 station, background, urban"	measured data	22	2013
Poland	POZNAN	27	2013	"4 stations, background, urban"	measured data	21	2013
Poland	PROSZOWICE	46	2013	"1 station, background, urban"	measured data	34	2013
Poland	PSZCZYNA	58	2013	"1 station, background, urban"	measured data	43	2013
Poland	PULAWY	34	2013	"1 station, background, suburban"	measured data	25	2013
Poland	RADOM	35	2013	"2 stations, background, urban"	measured data	24	2013
Poland	RADOMIERZYCE	20	2013	"1 station, industrial, rural"	measured data	15	2013
Poland	RADOMSKO	37	2013	"2 stations, background, urban"	measured data	27	2013
Poland	RADZYN PODLASKI	28	2013	"1 station, background, suburban"	measured data	21	2013
Poland	RAWA MAZOWIECKA	44	2013	"1 station, background, urban"	measured data	33	2013
Poland	RUDNA	30	2013	"1 station, industrial, rural"	measured data	22	2013
